host_response_rate host_acceptance_rate host_is_superhost accommodates beds price minimum_nights maximum_nights has_availability number_of_reviews review_scores_rating instant_bookable reviews_per_month bathrooms
0.92 0.99 f 3 2.0 4.3694478524670215 32 365 t 3 5.0 f 0.2 1.0
0.99 0.99 t 6 3.0 5.840641657373398 2 1125 t 51 4.9 t 2.66 2.0
1.0 0.99 t 2 1.0 3.6109179126442243 2 180 t 15 4.93 t 1.87 1.0
1.0 0.97 f 2 1.0 5.017279836814924 32 1125 t 0 NA f NA 1.0
1.0 1.0 t 4 2.0 4.941642422609304 2 60 t 143 4.89 f 2.45 1.0
0.98 0.97 t 3 2.0 4.787491742782046 2 365 t 37 4.82 t 3.65 1.0
1.0 0.95 f 5 3.0 4.795790545596741 1 1125 t 10 5.0 f 2.22 1.0
1.0 0.97 f 4 2.0 5.327876168789581 32 1125 t 0 NA f NA 2.0
1.0 1.0 f 4 2.0 4.6913478822291435 2 365 t 16 4.94 t 2.03 1.0
0.98 0.97 t 2 1.0 5.298317366548036 1 365 t 13 4.62 f 0.33 1.0
1.0 0.99 t 10 3.0 4.795790545596741 1 1125 t 495 4.85 f 4.67 1.0
1.0 1.0 t 6 3.0 4.762173934797756 3 28 t 343 4.95 f 3.76 1.0
1.0 0.97 f 2 1.0 4.663439094112067 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 2 1.0 4.330733340286331 32 120 t 0 NA f NA 1.0
0.9 0.94 t 2 2.0 3.5553480614894135 2 60 t 57 4.67 f 1.18 1.5
1.0 0.97 f 2 1.0 4.543294782270004 32 1125 t 1 4.0 f 0.03 1.0
1.0 0.85 f 2 1.0 3.6888794541139363 32 1125 t 11 4.27 f 0.26 2.0
1.0 1.0 f 4 4.0 4.882801922586371 32 90 t 0 NA f NA 2.0
1.0 1.0 f 4 2.0 4.543294782270004 32 365 t 0 NA t NA 2.0
1.0 0.98 t 3 2.0 4.859812404361672 3 365 t 13 5.0 f 0.78 1.0
1.0 1.0 f 8 2.0 4.897839799950911 2 365 t 1 5.0 t 1.0 2.0
NA 1.0 f 8 3.0 5.402677381872279 32 1125 t 19 4.63 f 0.53 2.5
0.0 0.23 f 3 1.0 5.298317366548036 32 365 t 1 3.0 f 0.07 1.0
1.0 0.98 f 3 1.0 3.8918202981106265 1 21 t 205 4.67 f 2.64 1.0
1.0 0.77 f 9 5.0 4.890349128221754 2 30 t 6 4.86 f 2.09 2.5
0.8 0.5 f 4 2.0 4.997212273764115 32 365 t 0 NA f NA 1.0
NA NA f 5 3.0 5.19295685089021 32 64 t 8 4.38 f 0.08 2.0
1.0 1.0 t 14 7.0 6.095824562432225 2 365 t 42 4.93 f 4.06 3.0
1.0 0.87 f 4 2.0 4.700480365792417 32 365 t 2 5.0 t 0.11 2.0
1.0 0.97 f 2 1.0 4.61512051684126 32 1125 t 1 5.0 f 0.15 1.0
1.0 0.98 f 6 3.0 4.634728988229636 1 1125 t 121 4.53 f 2.59 1.0
1.0 0.58 t 4 1.0 5.14166355650266 32 365 t 1 5.0 f 0.05 1.0
1.0 0.92 t 2 1.0 4.174387269895637 10 1125 t 37 4.95 f 0.67 1.5
1.0 0.99 t 6 3.0 4.948759890378168 1 45 t 34 4.82 f 2.91 1.0
1.0 1.0 t 10 5.0 5.968707559985366 2 1125 t 85 4.98 f 3.95 2.5
1.0 1.0 f 3 2.0 4.90527477843843 32 1125 t 19 4.84 t 0.24 1.0
0.99 0.99 t 5 2.0 5.552959584921617 2 1125 t 28 4.71 t 1.51 2.0
1.0 0.99 f 12 5.0 4.605170185988092 2 365 t 48 4.88 t 2.41 2.0
1.0 1.0 t 2 2.0 4.605170185988092 32 120 t 8 5.0 f 0.41 1.0
1.0 0.91 t 9 3.0 4.962844630259907 2 60 t 46 4.91 f 4.35 2.0
1.0 0.97 f 2 1.0 4.812184355372417 32 1125 t 0 NA f NA 1.0
1.0 1.0 t 4 3.0 4.919980925828125 2 30 t 60 4.89 f 2.35 2.0
1.0 0.97 t 2 2.0 5.560681631015528 3 1125 t 38 4.97 f 0.35 1.0
1.0 1.0 t 2 2.0 3.6109179126442243 28 180 t 16 5.0 f 0.31 2.5
1.0 0.76 t 3 2.0 5.1647859739235145 29 1125 t 5 5.0 f 0.09 1.0
1.0 0.99 t 8 5.0 5.840641657373398 2 28 t 49 4.94 f 2.01 2.5
1.0 0.89 t 5 3.0 4.634728988229636 2 27 t 66 4.97 f 1.41 2.0
1.0 0.87 t 6 3.0 4.442651256490317 2 1125 t 86 4.84 f 1.97 1.0
1.0 1.0 f 1 2.0 3.912023005428146 32 1125 t 0 NA t NA 1.0
1.0 0.98 t 13 6.0 6.240275845170769 2 1125 t 54 4.87 f 0.97 4.0
1.0 1.0 t 8 3.0 5.857933154483459 2 90 t 46 4.98 f 3.19 2.5
1.0 0.97 t 2 1.0 5.560681631015528 3 28 t 6 4.67 f 0.06 1.0
1.0 0.92 t 6 4.0 5.983936280687191 32 1125 t 0 NA f NA 3.0
1.0 0.98 f 12 6.0 6.906754778648554 32 1125 t 0 NA t NA 3.0
1.0 1.0 t 2 1.0 4.07753744390572 32 1125 t 272 4.66 t 3.04 1.0
1.0 1.0 t 2 1.0 4.343805421853684 32 365 t 7 4.86 t 0.43 1.0
1.0 0.97 f 2 1.0 4.477336814478207 32 1125 t 1 5.0 f 0.12 1.0
1.0 0.98 t 12 10.0 6.669498089857879 3 1125 t 74 4.97 f 0.96 4.5
1.0 0.98 f 4 1.0 4.90527477843843 1 29 t 2 5.0 t 0.13 1.0
1.0 0.95 t 2 1.0 4.454347296253507 15 1125 t 12 4.92 f 0.33 1.0
1.0 0.97 f 2 1.0 4.356708826689592 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 4 2.0 4.3694478524670215 2 100 t 104 4.82 f 3.8 1.0
0.99 0.97 f 16 13.0 5.407171771460119 2 1125 t 19 4.63 f 0.91 5.0
1.0 1.0 f 2 1.0 3.970291913552122 2 365 t 20 4.65 t 0.72 1.0
0.99 0.99 f 4 2.0 4.927253685157205 2 280 t 176 4.68 t 4.82 1.0
0.0 0.0 f 4 2.0 3.6375861597263857 33 33 t 0 NA f NA 1.0
1.0 0.99 t 6 4.0 4.718498871295094 1 1125 t 158 4.74 f 2.58 1.0
1.0 0.97 f 2 1.0 4.762173934797756 32 1125 t 1 4.0 f 0.04 1.0
1.0 1.0 t 6 4.0 5.356586274672012 3 180 t 202 4.99 f 3.95 2.0
1.0 0.9 t 4 2.0 5.225746673713202 32 365 t 1 5.0 f 0.16 1.0
NA NA f 7 5.0 5.081404364984463 1 365 t 5 5.0 t 1.79 1.0
0.95 0.99 f 8 5.0 5.43372200355424 2 1125 t 10 4.1 t 0.89 2.0
1.0 0.56 t 4 2.0 4.174387269895637 32 32 t 0 NA f NA 1.0
1.0 1.0 t 6 3.0 5.003946305945459 2 365 t 19 4.8 t 1.15 2.0
1.0 1.0 t 4 1.0 4.890349128221754 2 200 t 161 4.98 f 2.36 1.0
1.0 0.91 f 4 1.0 5.231108616854587 2 28 t 23 4.43 t 1.01 1.0
1.0 1.0 f 2 1.0 3.2188758248682006 32 999 t 82 4.43 t 2.77 2.0
1.0 1.0 f 2 1.0 4.0943445622221 32 365 t 7 4.14 t 0.6 1.0
1.0 0.99 f 4 2.0 4.174387269895637 2 30 t 156 4.69 f 3.11 1.0
1.0 0.96 t 4 2.0 4.605170185988092 32 120 t 15 5.0 f 0.32 1.0
1.0 1.0 t 5 4.0 4.927253685157205 1 365 t 334 4.96 t 4.37 1.0
1.0 1.0 t 6 3.0 5.003946305945459 2 365 t 50 4.76 t 2.53 2.0
1.0 0.97 f 2 1.0 5.030437921392435 32 1125 t 2 3.5 f 0.05 1.0
1.0 0.92 f 2 1.0 4.174387269895637 1 365 t 0 NA f NA 1.0
0.07 0.71 f 16 1.0 5.262690188904886 32 365 t 9 5.0 f 0.28 1.0
1.0 0.0 f 2 1.0 3.871201010907891 32 35 t 3 5.0 f 0.18 1.0
1.0 1.0 t 4 3.0 4.859812404361672 2 1125 t 171 4.99 t 3.7 1.0
1.0 0.95 f 1 1.0 3.332204510175204 1 900 t 75 4.8 f 1.09 2.0
1.0 0.58 t 5 2.0 4.9344739331306915 1 1125 t 0 NA f NA 2.0
1.0 1.0 f 2 1.0 4.59511985013459 2 1125 t 88 4.89 t 1.85 2.0
NA 1.0 f 1 1.0 3.9889840465642745 32 180 t 0 NA f NA 1.5
1.0 0.99 t 6 3.0 4.787491742782046 2 365 t 60 4.93 f 2.82 1.0
1.0 0.91 t 4 2.0 4.382026634673881 32 365 t 0 NA f NA 1.0
1.0 0.85 t 8 4.0 4.04305126783455 1 90 t 22 4.64 f 1.38 2.0
NA NA f 4 1.0 5.241747015059643 40 180 t 0 NA f NA 1.0
1.0 1.0 f 1 1.0 3.7376696182833684 32 365 t 20 4.7 t 1.14 1.0
0.97 1.0 NA 4 1.0 3.258096538021482 2 30 t 101 4.59 t 3.54 1.0
1.0 1.0 t 10 5.0 6.100318952020064 2 365 t 17 4.94 t 1.91 3.0
1.0 0.99 f 4 1.0 4.48863636973214 1 21 t 125 4.7 f 1.9 1.0
1.0 0.92 t 2 1.0 4.007333185232471 1 1125 t 95 4.91 f 2.99 1.0
1.0 1.0 t 2 1.0 4.060443010546419 1 28 t 0 NA t NA 1.0
1.0 0.99 t 4 1.0 4.574710978503383 32 365 t 0 NA t NA 1.0
1.0 0.91 t 5 3.0 4.499809670330265 2 27 t 35 4.97 f 2.63 1.0
1.0 0.99 t 4 2.0 4.543294782270004 2 30 t 103 4.83 t 3.62 1.0
1.0 0.89 f 8 3.0 6.715383386334681 1 365 t 50 4.74 f 0.66 3.5
0.96 0.95 f 2 1.0 3.4011973816621555 2 365 t 8 4.75 f 1.19 1.0
1.0 1.0 t 11 5.0 5.605802066295998 1 1125 t 14 4.71 t 3.47 2.0
1.0 1.0 f 1 1.0 3.6109179126442243 28 365 t 4 5.0 t 0.15 1.0
1.0 0.97 f 4 2.0 5.308267697401205 32 1125 t 2 4.5 f 0.08 2.0
1.0 0.9 f 2 1.0 5.521460917862246 32 365 t 1 5.0 f 0.13 1.0
1.0 0.96 f 6 4.0 5.214935757608986 2 365 t 59 4.98 f 2.23 2.5
1.0 0.99 t 6 3.0 5.808142489980444 3 365 t 47 4.91 t 1.14 2.0
1.0 0.92 f 2 1.0 4.454347296253507 1 365 t 0 NA f NA 1.0
NA NA f 4 2.0 4.74493212836325 32 365 t 0 NA f NA 1.0
0.88 0.96 t 9 3.0 5.1298987149230735 3 27 t 223 4.81 f 2.77 2.0
1.0 1.0 t 2 1.0 4.330733340286331 1 1125 t 306 4.76 t 9.35 1.0
1.0 0.68 t 4 2.0 5.298317366548036 60 1125 t 7 4.57 f 0.06 2.0
1.0 1.0 t 4 1.0 4.406719247264253 1 60 t 75 4.93 t 3.13 1.0
1.0 0.95 t 3 1.0 4.477336814478207 2 28 t 249 4.97 f 2.63 1.0
1.0 0.95 f 1 1.0 3.6888794541139363 5 999 t 1 5.0 f 1.0 2.0
1.0 0.97 f 6 3.0 5.170483995038151 1 60 t 47 4.79 f 1.69 1.0
1.0 0.58 t 2 1.0 4.356708826689592 1 2 t 14 4.86 f 0.28 1.0
NA 0.86 f 2 1.0 4.634728988229636 32 1125 t 123 4.65 f 0.98 1.0
1.0 1.0 t 2 2.0 4.718498871295094 32 120 t 3 5.0 f 0.21 1.0
1.0 1.0 t 2 1.0 4.2626798770413155 1 365 t 16 5.0 f 3.36 1.0
0.99 0.97 f 16 8.0 5.19295685089021 2 1125 t 4 5.0 f 0.5 2.0
1.0 1.0 f 6 3.0 5.3981627015177525 2 30 t 16 4.69 f 2.86 2.0
1.0 0.98 f 2 2.0 3.58351893845611 3 90 t 15 4.87 f 0.48 1.0
1.0 0.91 f 2 2.0 4.418840607796598 1 365 t 6 4.5 t 0.89 1.0
1.0 1.0 f 6 6.0 5.877735781779639 5 27 t 48 5.0 f 0.89 1.0
1.0 1.0 t 2 1.0 4.0943445622221 32 400 t 83 4.67 f 0.64 1.0
0.9 0.99 f 2 1.0 4.23410650459726 1 1125 t 12 4.5 t 0.22 1.0
1.0 0.9 t 7 5.0 4.663439094112067 3 1125 t 18 4.78 f 2.39 2.0
1.0 0.99 t 10 5.0 5.393627546352362 2 999 t 18 5.0 f 3.72 2.0
1.0 1.0 f 5 4.0 5.75890177387728 2 1125 t 38 4.92 f 0.79 2.0
NA 1.0 t 4 2.0 5.783825182329737 2 1125 t 62 5.0 f 0.91 1.0
NA 1.0 f 2 1.0 4.007333185232471 1 62 t 5 5.0 f 0.27 1.5
0.93 0.99 f 5 2.0 5.389071729816501 32 365 t 0 NA t NA 2.5
1.0 1.0 f 1 1.0 3.912023005428146 32 1125 t 1 5.0 f 0.47 1.0
1.0 0.99 f 6 3.0 5.049856007249537 32 90 t 131 4.62 t 1.51 1.0
NA 0.33 f 4 2.0 4.007333185232471 32 180 t 28 4.43 f 0.5 1.0
1.0 1.0 t 8 4.0 5.247024072160486 2 365 t 18 4.67 t 2.57 2.0
NA 0.75 f 6 3.0 5.817111159963204 32 1125 t 55 4.84 f 0.87 2.0
1.0 0.72 f 2 1.0 3.4011973816621555 25 1125 t 9 4.89 f 0.31 1.0
1.0 1.0 f 7 3.0 5.159055299214529 1 365 t 8 4.63 t 1.88 1.0
1.0 0.2 f 10 5.0 6.3080984415095305 32 365 t 0 NA f NA 2.0
0.99 0.97 f 16 9.0 5.811140992976701 2 1125 t 4 5.0 f 0.54 4.0
NA 0.5 f 4 2.0 4.8283137373023015 32 185 t 0 NA f NA 2.0
NA NA f 2 1.0 4.007333185232471 32 1125 t 0 NA f NA 1.0
1.0 1.0 t 5 3.0 5.298317366548036 2 28 t 638 4.95 f 4.28 1.0
1.0 1.0 t 4 2.0 4.634728988229636 31 365 t 41 4.85 t 1.45 1.0
0.86 0.38 f 2 1.0 4.007333185232471 32 365 t 2 5.0 f 0.47 1.0
1.0 0.96 t 2 1.0 4.007333185232471 14 1125 t 37 4.84 f 0.4 1.0
NA NA f 2 1.0 4.605170185988092 32 1125 t 4 3.75 f 0.06 1.0
1.0 0.96 t 1 1.0 3.5263605246161616 32 365 t 0 NA f NA 1.0
1.0 0.67 f 2 1.0 4.442651256490317 1 31 t 29 5.0 f 0.61 1.0
1.0 1.0 t 2 1.0 4.836281906951478 3 1125 t 47 4.91 f 3.24 1.0
1.0 0.98 t 4 2.0 4.709530201312334 2 1125 t 47 4.94 t 3.14 1.0
1.0 0.97 f 2 1.0 4.6443908991413725 32 1125 t 0 NA f NA 1.0
1.0 0.76 f 2 1.0 4.624972813284271 2 90 t 9 4.89 f 2.55 1.0
1.0 1.0 t 8 6.0 5.204006687076795 3 1125 t 111 4.98 f 2.36 2.0
1.0 1.0 t 4 2.0 4.605170185988092 1 15 t 16 5.0 f 1.29 1.0
1.0 0.94 t 10 4.0 5.552959584921617 2 365 t 24 4.96 f 2.85 2.0
1.0 0.91 t 4 2.0 5.204006687076795 2 90 t 15 5.0 f 0.96 1.0
1.0 1.0 f 2 1.0 4.0943445622221 1 365 t 2 3.0 t 0.91 2.0
1.0 0.98 f 2 1.0 4.290459441148391 2 180 t 146 4.37 f 2.95 1.0
1.0 1.0 f 5 3.0 5.429345628954441 2 28 t 12 4.92 t 3.87 1.0
1.0 0.97 t 10 5.0 4.553876891600541 1 365 t 173 4.79 t 2.7 2.0
1.0 0.94 t 4 2.0 5.529429087511423 2 30 t 82 5.0 f 2.64 1.0
1.0 0.95 f 4 3.0 4.174387269895637 32 260 t 231 4.7 f 2.24 1.0
1.0 0.97 f 4 2.0 4.795790545596741 32 1125 t 0 NA f NA 2.0
1.0 0.97 f 2 1.0 4.465908118654584 32 1125 t 0 NA f NA 1.0
1.0 0.94 f 6 3.0 4.07753744390572 1 365 t 162 4.77 t 2.0 2.0
1.0 0.97 f 2 1.0 5.123963979403259 32 1125 t 1 5.0 f 0.15 1.0
1.0 1.0 f 5 2.0 5.081404364984463 2 28 t 2 5.0 f 0.85 2.0
1.0 0.98 f 4 2.0 4.219507705176107 2 180 t 116 4.32 f 2.82 1.0
1.0 0.99 t 6 3.0 5.236441962829949 2 1125 t 17 4.88 t 1.25 1.5
1.0 1.0 f 1 1.0 3.4657359027997265 1 999 t 11 4.27 t 3.59 1.0
NA NA f 3 2.0 4.605170185988092 32 122 t 0 NA f NA 2.0
1.0 1.0 f 16 6.0 6.476972362889683 2 1125 t 12 4.83 t 0.19 3.0
1.0 1.0 f 4 2.0 4.07753744390572 1 365 t 0 NA t NA 1.0
1.0 0.82 f 5 3.0 4.61512051684126 4 120 t 4 5.0 f 1.29 1.0
0.99 0.99 f 5 4.0 5.327876168789581 2 280 t 338 4.8 t 9.07 2.0
0.97 0.98 f 4 2.0 5.497168225293202 2 365 t 70 4.94 f 1.28 2.5
0.95 0.99 f 5 1.0 3.091042453358316 2 30 t 35 4.42 t 1.68 1.5
1.0 1.0 t 6 3.0 5.1298987149230735 2 365 t 41 4.62 t 3.86 2.0
1.0 0.98 t 2 1.0 4.0943445622221 2 10 t 153 4.95 f 1.37 1.0
1.0 0.58 f 10 4.0 6.214608098422191 32 365 t 0 NA f NA 2.0
1.0 0.5 f 3 1.0 4.174387269895637 32 1125 t 7 4.71 f 0.23 1.0
1.0 0.97 t 8 4.0 5.384495062789089 2 90 t 22 5.0 f 1.84 3.0
1.0 0.74 f 2 1.0 4.653960350157523 1 28 t 2 4.0 t 0.11 1.0
NA NA f 6 3.0 5.703782474656201 32 1125 t 2 4.5 f 0.04 1.5
1.0 0.87 t 2 1.0 4.31748811353631 1 90 t 57 4.84 f 3.53 1.0
1.0 0.97 t 8 3.0 5.7430031878094825 2 365 t 23 4.96 t 3.61 3.0
0.98 0.97 t 2 1.0 5.3230099791384085 1 365 t 13 4.0 f 0.31 1.0
1.0 0.91 t 2 1.0 3.9512437185814275 1 90 t 78 4.92 f 4.78 1.0
1.0 0.95 f 2 1.0 3.295836866004329 2 1125 t 28 4.71 f 2.17 1.0
NA 1.0 t 6 3.0 5.8944028342648505 2 180 t 36 4.94 t 1.18 2.0
1.0 0.92 f 2 1.0 4.2626798770413155 1 365 t 0 NA f NA 1.0
1.0 0.95 t 6 3.0 5.8916442118257715 2 14 t 23 4.96 f 4.66 2.0
1.0 0.99 f 5 3.0 4.663439094112067 3 1125 t 153 4.82 f 2.4 1.0
1.0 1.0 t 9 5.0 5.327876168789581 2 365 t 14 4.6 t 2.06 2.0
1.0 0.97 f 2 1.0 5.049856007249537 32 1125 t 2 4.0 f 0.43 1.0
1.0 1.0 t 16 6.0 7.368339686311381 3 29 t 8 5.0 t 0.15 3.0
1.0 1.0 f 2 1.0 4.189654742026425 1 365 t 15 4.73 t 1.62 1.0
1.0 0.97 f 6 3.0 4.927253685157205 32 1125 t 1 5.0 f 0.22 1.0
1.0 0.97 t 4 2.0 4.634728988229636 2 365 t 51 4.88 f 2.62 1.0
1.0 0.97 f 2 1.0 4.5217885770490405 32 1125 t 0 NA f NA 1.0
0.98 0.99 f 4 1.0 3.295836866004329 2 15 t 22 4.23 t 0.94 1.0
NA NA f 6 3.0 4.442651256490317 32 365 t 0 NA t NA 1.0
1.0 0.97 t 12 4.0 6.46302945692067 3 365 t 7 4.86 f 0.91 4.0
1.0 0.99 t 2 1.0 4.290459441148391 1 1125 t 138 4.8 f 1.37 1.0
1.0 1.0 t 2 NA 4.30406509320417 3 365 t 15 4.87 t 0.56 1.0
1.0 1.0 f 2 1.0 4.499809670330265 2 100 t 128 4.91 f 4.71 1.0
1.0 0.95 f 3 1.0 5.062595033026967 3 1125 t 98 4.62 f 2.74 1.0
1.0 1.0 f 2 1.0 4.382026634673881 28 366 t 66 4.59 t 0.75 2.0
0.57 0.55 t 4 2.0 5.0689042022202315 32 365 t 0 NA f NA 1.0
0.67 1.0 t 2 1.0 4.382026634673881 180 1125 t 3 5.0 f 0.43 1.0
1.0 0.97 f 2 1.0 4.836281906951478 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 8 4.0 6.073044534100405 2 365 t 57 4.85 t 3.22 2.0
1.0 1.0 t 7 3.0 4.787491742782046 2 365 t 2 4.5 t 1.36 1.0
0.9 0.9 t 4 2.0 4.770684624465665 1 14 t 43 5.0 f 2.69 1.0
1.0 1.0 t 8 5.0 5.231108616854587 3 1125 t 27 4.74 f 2.88 1.0
1.0 1.0 t 6 4.0 4.859812404361672 2 30 t 189 4.83 f 1.51 1.0
1.0 1.0 t 10 5.0 4.330733340286331 1 365 t 17 5.0 t 3.0 1.0
1.0 0.92 f 6 3.0 4.709530201312334 3 14 t 68 4.76 f 1.97 1.0
NA 1.0 f 6 4.0 5.0689042022202315 33 1125 t 0 NA f NA 1.5
NA NA f 4 1.0 5.1647859739235145 33 33 t 0 NA f NA 1.0
1.0 0.98 t 6 2.0 4.543294782270004 1 1125 t 62 4.9 f 5.74 1.0
1.0 0.97 f 4 2.0 5.25227342804663 32 1125 t 0 NA f NA 1.0
1.0 0.97 f 2 1.0 4.7535901911063645 32 1125 t 0 NA f NA 1.0
1.0 0.8 f 2 1.0 4.605170185988092 32 365 t 0 NA f NA 1.0
1.0 0.97 f 16 4.0 6.78897174299217 1 365 t 0 NA t NA 4.0
1.0 0.68 t 2 1.0 5.135798437050262 60 1125 t 1 4.0 f 0.01 1.0
1.0 0.98 t 6 3.0 5.1298987149230735 2 28 t 4 5.0 f 2.45 2.0
0.57 0.55 t 4 2.0 5.043425116919247 32 365 t 0 NA f NA 1.0
1.0 0.97 f 2 1.0 5.14166355650266 32 1125 t 0 NA f NA 1.0
1.0 0.99 t 4 2.0 3.871201010907891 2 29 t 246 4.83 t 5.78 1.0
1.0 1.0 f 1 1.0 4.553876891600541 5 120 t 12 4.83 f 0.12 1.5
1.0 1.0 t 8 4.0 5.739792912179234 2 365 t 0 NA t NA 2.0
1.0 1.0 f 4 2.0 4.6443908991413725 2 730 t 90 4.74 f 3.66 1.0
1.0 0.94 t 6 2.0 5.0106352940962555 1 30 t 40 4.98 t 4.88 1.0
1.0 0.95 f 2 1.0 4.248495242049359 2 30 t 24 4.38 f 0.8 1.0
1.0 0.97 f 2 1.0 4.844187086458591 32 1125 t 0 NA f NA 1.0
0.9 0.96 f 8 3.0 4.553876891600541 32 1125 t 4 4.5 f 0.2 1.0
NA NA f 2 1.0 5.204006687076795 32 1125 t 13 4.85 f 0.15 1.0
1.0 0.0 f 2 1.0 5.075173815233827 32 1125 t 2 5.0 f 0.05 1.0
1.0 1.0 f 12 8.0 5.945420608606575 1 90 t 5 5.0 t 4.05 2.5
1.0 0.58 t 4 2.0 5.043425116919247 32 365 t 3 4.67 f 0.19 1.0
1.0 0.97 f 2 1.0 4.90527477843843 32 1125 t 0 NA f NA 1.0
1.0 1.0 t 2 1.0 5.056245805348308 2 30 t 67 4.7 f 1.04 1.5
1.0 1.0 t 2 1.0 3.828641396489095 1 28 t 0 NA t NA 1.0
1.0 0.97 f 4 2.0 4.844187086458591 32 1125 t 1 5.0 f 0.23 2.0
1.0 1.0 t 8 4.0 5.298317366548036 1 365 t 50 4.82 f 4.1 2.5
1.0 0.96 t 4 2.0 4.605170185988092 1 28 t 135 4.96 f 1.62 2.0
1.0 1.0 f 4 2.0 4.532599493153256 1 365 t 0 NA t NA 1.0
1.0 1.0 t 8 3.0 5.375278407684165 32 365 t 0 NA f NA 2.0
1.0 0.97 f 2 1.0 4.812184355372417 32 1125 t 2 3.5 f 0.06 1.0
1.0 1.0 f 10 5.0 5.541263545158426 2 365 t 6 5.0 t 1.43 2.5
1.0 0.97 f 2 1.0 4.969813299576001 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 7 4.0 5.521460917862246 2 1125 t 19 4.79 f 1.01 2.0
1.0 0.65 f 3 1.0 4.3694478524670215 32 1125 t 9 4.33 f 0.25 1.0
1.0 0.99 t 5 4.0 4.736198448394496 3 28 t 32 4.84 f 1.5 1.0
1.0 1.0 t 2 2.0 4.605170185988092 1 1125 t 511 4.9 t 8.14 1.0
1.0 1.0 f 5 2.0 3.332204510175204 2 30 t 55 4.51 t 2.95 1.0
1.0 0.65 f 2 1.0 4.553876891600541 32 365 t 1 5.0 f 0.02 1.0
1.0 1.0 f 8 3.0 5.062595033026967 2 365 t 32 4.76 t 1.82 1.0
NA 1.0 t 4 2.0 5.0106352940962555 32 1125 t 1 5.0 t 0.24 2.0
1.0 0.97 f 4 2.0 4.941642422609304 32 1125 t 0 NA f NA 1.0
1.0 0.96 t 4 2.0 4.718498871295094 2 29 t 21 4.9 f 1.5 1.0
1.0 0.75 f 4 2.0 5.049856007249537 10 730 t 10 5.0 f 0.18 1.0
1.0 1.0 t 2 1.0 4.605170185988092 2 30 t 52 4.77 f 3.52 1.0
1.0 0.96 t 2 1.0 4.007333185232471 32 365 t 31 4.84 f 0.35 1.0
1.0 1.0 t 7 4.0 5.537334267018537 3 1125 t 98 4.95 f 3.27 2.0
1.0 1.0 f 2 1.0 4.77912349311153 32 1125 t 66 4.8 f 0.64 1.0
1.0 1.0 f 2 1.0 3.6888794541139363 2 1125 t 170 4.28 t 2.67 1.0
1.0 1.0 t 6 5.0 5.1298987149230735 2 365 t 7 5.0 t 2.44 2.0
1.0 0.95 t 6 4.0 4.454347296253507 1 365 t 108 4.81 t 2.01 1.5
NA 0.0 f 6 5.0 5.313205979041787 32 365 t 0 NA t NA 2.0
1.0 0.99 f 8 4.0 4.787491742782046 2 1125 t 32 4.81 f 1.42 1.0
1.0 1.0 t 6 5.0 4.919980925828125 2 1125 t 26 4.81 f 3.45 1.0
1.0 NA f 1 1.0 3.7376696182833684 32 365 t 0 NA f NA 0.0
1.0 1.0 t 6 3.0 3.7612001156935624 32 1125 t 9 4.89 f 0.28 2.0
1.0 0.99 f 3 1.0 5.988961416889864 32 1125 t 0 NA t NA 1.0
0.8 0.5 f 4 2.0 5.062595033026967 32 365 t 1 5.0 f 0.4 1.0
0.2 0.24 f 2 1.0 4.110873864173311 2 8 t 94 4.71 f 1.38 1.0
0.88 0.8 f 2 1.0 4.02535169073515 32 730 t 0 NA f NA 1.0
1.0 1.0 f 2 1.0 5.1647859739235145 2 1125 t 90 4.99 f 1.37 1.0
1.0 0.98 t 4 2.0 5.159055299214529 3 1125 t 155 4.94 f 1.53 2.0
1.0 0.97 f 2 1.0 4.653960350157523 32 1125 t 0 NA f NA 1.0
1.0 0.89 t 4 2.0 4.406719247264253 32 96 t 6 4.83 f 0.42 1.0
1.0 1.0 f 2 1.0 4.07753744390572 1 1125 t 107 4.49 t 1.44 1.0
1.0 NA f 2 1.0 4.007333185232471 28 365 t 0 NA f NA 1.0
1.0 1.0 f 16 8.0 5.733341276897746 2 1125 t 143 4.83 t 2.18 4.0
1.0 0.99 t 8 3.0 4.875197323201151 2 1125 t 101 4.94 f 1.95 1.0
1.0 1.0 t 4 2.0 5.407171771460119 4 365 t 33 5.0 f 1.29 1.0
0.78 0.96 f 8 5.0 4.90527477843843 3 365 t 24 4.72 f 1.83 2.0
1.0 0.97 f 2 1.0 5.0238805208462765 32 1125 t 1 5.0 f 0.09 1.0
1.0 1.0 t 6 4.0 5.0106352940962555 3 1125 t 82 4.93 f 1.33 1.0
1.0 0.97 f 4 2.0 5.5134287461649825 32 1125 t 0 NA f NA 2.0
1.0 0.97 f 4 2.0 5.4638318050256105 32 1125 t 0 NA f NA 2.0
NA 0.85 f 1 1.0 4.007333185232471 2 28 t 6 5.0 f 0.63 1.0
1.0 1.0 t 2 1.0 4.290459441148391 2 365 t 185 4.78 f 6.17 1.0
1.0 0.85 t 8 4.0 5.6131281063880705 2 90 t 3 5.0 f 0.45 1.0
1.0 1.0 f 4 2.0 4.948759890378168 2 1125 t 52 5.0 f 1.58 1.0
