host_response_rate host_acceptance_rate host_is_superhost accommodates beds price minimum_nights maximum_nights has_availability number_of_reviews review_scores_rating instant_bookable reviews_per_month bathrooms
1.0 0.88 t 2 1.0 3.912023005428146 1 90 t 19 4.84 f 2.59 1.0
1.0 0.98 f 6 2.0 5.225746673713202 4 1125 t 59 4.69 t 2.68 1.0
1.0 0.92 f 2 1.0 4.04305126783455 1 365 t 0 NA f NA 1.0
0.88 0.75 f 6 3.0 4.110873864173311 3 28 t 6 5.0 f 1.84 1.0
0.8 0.5 f 6 3.0 5.541263545158426 32 365 t 0 NA f NA 2.0
1.0 0.97 f 2 1.0 4.90527477843843 32 1125 t 0 NA f NA 1.0
1.0 0.84 f 2 1.0 5.19295685089021 2 1125 t 148 4.96 f 3.59 1.0
1.0 0.85 f 4 2.0 3.6888794541139363 32 1125 t 20 4.4 f 1.19 2.0
1.0 0.97 f 2 1.0 4.553876891600541 32 1125 t 1 5.0 f 0.02 1.0
NA NA f 4 1.0 5.247024072160486 1 28 t 1 5.0 t 0.04 1.0
1.0 0.99 f 1 1.0 3.8066624897703196 2 1125 t 64 4.75 f 3.23 2.0
1.0 0.86 t 6 2.0 4.442651256490317 32 1125 t 137 4.8 f 2.57 1.0
1.0 1.0 f 6 3.0 5.062595033026967 2 365 t 36 4.72 t 2.22 2.0
1.0 1.0 t 4 2.0 4.204692619390966 2 30 t 199 4.89 f 2.46 1.0
1.0 1.0 f 10 8.0 5.855071922202427 4 1125 t 74 4.82 f 0.85 2.0
1.0 0.84 f 2 1.0 4.174387269895637 2 365 t 1 5.0 f 0.41 1.0
1.0 0.8 f 2 1.0 4.382026634673881 1 365 t 2 5.0 t 0.78 1.0
1.0 0.49 t 3 1.0 5.62040086571715 32 1125 t 0 NA f NA 1.0
0.9 0.87 f 6 3.0 6.802394763324311 32 1125 t 78 4.95 f 1.67 2.5
1.0 1.0 t 4 1.0 5.655991810819852 2 365 t 4 5.0 t 0.34 1.0
1.0 0.99 f 2 1.0 4.007333185232471 2 1125 t 24 4.71 t 2.45 1.0
1.0 1.0 f 4 2.0 4.700480365792417 32 365 t 1 4.0 t 0.32 1.0
1.0 1.0 t 2 1.0 4.31748811353631 2 365 t 34 4.91 t 2.52 1.0
0.9 0.94 t 2 1.0 3.367295829986474 2 90 t 37 4.92 f 0.76 1.5
1.0 0.83 f 3 2.0 3.8918202981106265 15 200 t 23 4.78 f 0.8 1.0
1.0 0.95 t 6 3.0 5.0106352940962555 32 365 t 0 NA t NA 1.0
NA 0.83 f 6 3.0 5.298317366548036 2 1125 t 111 4.77 f 1.56 2.0
0.9 0.96 f 6 3.0 4.8283137373023015 1 45 t 70 4.86 f 3.43 1.0
1.0 0.9 t 4 3.0 4.584967478670572 32 1125 t 12 5.0 f 0.31 1.0
0.57 0.55 t 4 1.0 5.14166355650266 32 365 t 1 5.0 f 0.13 1.0
1.0 0.98 t 8 4.0 5.529429087511423 2 14 t 123 4.87 t 2.69 2.0
1.0 0.96 t 1 1.0 3.8501476017100584 32 365 t 0 NA f NA 1.0
1.0 1.0 t 6 3.0 5.049856007249537 2 36 t 76 4.89 f 5.48 2.0
1.0 0.98 f 2 1.0 5.0106352940962555 1 365 t 9 5.0 t 2.81 1.0
1.0 1.0 f 2 1.0 4.248495242049359 32 365 t 1 1.0 t 0.11 1.0
1.0 0.65 f 2 1.0 4.48863636973214 32 365 t 3 5.0 f 0.06 1.0
NA NA f 2 1.0 3.2188758248682006 500 500 t 0 NA f NA 1.0
1.0 0.99 t 10 6.0 5.365976015021851 2 999 t 34 4.88 f 4.25 2.0
NA 1.0 t 2 1.0 4.0943445622221 2 1125 t 70 4.89 f 1.23 1.0
1.0 1.0 t 4 1.0 4.74493212836325 7 1125 t 60 4.97 t 1.17 1.0
1.0 0.99 t 5 2.0 4.564348191467836 2 1125 t 160 4.92 f 2.77 1.0
1.0 0.89 t 2 1.0 3.9512437185814275 1 90 t 70 4.81 f 4.09 1.0
0.85 1.0 t 3 1.0 4.941642422609304 2 1125 t 124 4.87 t 4.66 1.0
1.0 1.0 f 3 1.0 4.543294782270004 3 90 t 1 5.0 f 0.81 1.0
1.0 0.91 t 2 1.0 3.871201010907891 1 90 t 73 4.97 f 4.44 1.0
0.93 0.99 f 2 1.0 5.181783550292085 32 365 t 0 NA t NA 1.0
NA NA f 4 2.0 4.727387818712341 2 30 t 104 4.9 f 4.8 1.0
1.0 0.99 f 12 4.0 5.1298987149230735 2 14 t 293 4.76 f 3.14 2.5
1.0 1.0 f 4 3.0 4.007333185232471 32 95 t 57 4.67 f 1.89 1.0
1.0 1.0 t 4 2.0 4.795790545596741 2 28 t 108 4.81 f 1.83 1.0
1.0 1.0 t 4 2.0 5.1647859739235145 2 10 t 82 4.95 f 1.55 1.0
1.0 1.0 t 2 1.0 4.31748811353631 14 1125 t 77 4.84 f 1.28 1.0
NA NA f 4 1.0 4.553876891600541 2 1125 t 21 4.86 f 0.24 1.0
1.0 0.99 f 5 2.0 4.543294782270004 2 1125 t 14 4.71 t 2.84 1.0
1.0 0.97 f 2 1.0 4.532599493153256 32 1125 t 0 NA f NA 1.0
1.0 0.99 t 2 1.0 4.02535169073515 1 28 t 85 4.8 t 3.48 1.0
NA NA f 4 2.0 5.0106352940962555 32 365 t 0 NA t NA 1.0
1.0 0.68 t 3 1.0 5.0106352940962555 90 1125 t 0 NA f NA 1.0
1.0 1.0 t 8 4.0 5.220355825078324 2 365 t 34 4.94 f 1.3 2.0
1.0 0.91 t 2 1.0 3.970291913552122 2 1125 t 143 4.82 f 4.43 1.0
1.0 1.0 t 4 3.0 5.14166355650266 2 28 t 9 5.0 f 0.56 1.0
1.0 0.99 t 4 2.0 4.48863636973214 2 29 t 71 4.9 f 3.61 1.0
1.0 0.87 f 3 1.0 4.07753744390572 32 395 t 40 4.29 f 0.24 1.0
1.0 1.0 t 2 1.0 4.07753744390572 1 180 t 166 4.86 f 2.23 1.0
1.0 1.0 f 2 1.0 4.189654742026425 1 365 t 2 4.5 t 0.27 1.0
1.0 1.0 f 2 1.0 4.07753744390572 1 365 t 10 4.2 t 1.45 1.0
0.99 0.99 t 7 4.0 4.844187086458591 2 365 t 28 4.86 f 2.16 2.0
1.0 0.99 t 4 2.0 3.970291913552122 1 365 t 48 4.84 f 3.53 1.0
NA NA f 3 2.0 4.382026634673881 32 365 t 0 NA t NA 1.0
1.0 1.0 f 4 2.0 4.477336814478207 1 30 t 69 4.49 f 2.69 1.0
1.0 1.0 f 2 1.0 4.7535901911063645 32 365 t 1 5.0 f 1.0 1.0
1.0 1.0 t 2 1.0 4.04305126783455 1 28 t 0 NA t NA 1.0
1.0 0.97 f 2 1.0 5.049856007249537 32 1125 t 0 NA f NA 1.0
1.0 0.9 t 2 1.0 3.970291913552122 1 365 t 32 4.81 f 3.64 1.0
1.0 1.0 t 10 5.0 6.100318952020064 2 365 t 15 4.93 t 1.76 3.0
1.0 0.91 t 2 1.0 3.912023005428146 1 90 t 38 4.84 f 2.28 1.0
1.0 0.97 f 2 1.0 4.804021044733257 32 1125 t 1 5.0 f 0.04 1.0
1.0 0.96 t 7 3.0 4.727387818712341 2 1125 t 77 4.7 f 1.21 2.0
1.0 0.38 f 6 4.0 5.703782474656201 1 1125 t 0 NA f NA 1.0
1.0 0.93 t 2 2.0 4.248495242049359 32 365 t 1 5.0 f 0.41 1.0
1.0 1.0 NA 2 1.0 3.4339872044851463 32 730 t 0 NA t NA 1.0
1.0 1.0 f 8 4.0 5.075173815233827 1 365 t 0 NA t NA 1.0
1.0 0.87 t 6 3.0 4.04305126783455 1 365 t 2 4.5 f 2.0 1.0
1.0 1.0 t 6 3.0 5.313205979041787 3 31 t 127 4.98 f 2.52 1.0
1.0 0.77 t 1 1.0 3.8066624897703196 32 365 t 1 5.0 f 0.7 1.0
NA NA f 4 1.0 5.991464547107982 32 180 t 3 5.0 f 0.05 1.0
1.0 0.73 t 1 1.0 3.9512437185814275 32 90 t 11 4.73 f 0.17 1.5
1.0 0.43 f 7 3.0 5.247024072160486 30 60 t 0 NA f NA 1.0
1.0 0.85 t 4 2.0 4.356708826689592 2 90 t 74 4.85 f 0.72 1.0
1.0 0.99 t 3 2.0 4.1588830833596715 2 10 t 68 4.86 f 3.68 1.0
1.0 0.97 f 2 1.0 4.836281906951478 32 1125 t 0 NA f NA 1.0
1.0 0.91 f 2 1.0 4.962844630259907 32 365 t 5 4.8 f 0.18 1.0
1.0 0.97 f 2 1.0 5.0238805208462765 32 1125 t 1 5.0 f 0.06 1.0
NA NA f 6 2.0 4.219507705176107 32 180 t 36 4.56 f 0.51 1.0
1.0 0.97 f 4 2.0 4.61512051684126 32 1125 t 0 NA f NA 2.0
1.0 0.94 t 5 3.0 4.941642422609304 32 365 t 2 5.0 f 0.19 1.0
1.0 0.97 f 2 1.0 4.51085950651685 32 1125 t 0 NA f NA 1.0
1.0 0.99 f 2 1.0 4.59511985013459 1 29 t 91 4.8 t 2.52 1.0
1.0 1.0 t 10 5.0 6.338594078203183 2 29 t 92 4.98 f 2.56 2.0
1.0 0.97 f 2 1.0 4.6913478822291435 32 1125 t 1 4.0 f 0.14 1.0
0.95 0.99 f 6 3.0 4.007333185232471 32 365 t 1 1.0 t 0.15 2.0
1.0 1.0 f 2 1.0 3.4339872044851463 32 60 t 10 4.6 f 0.29 1.0
1.0 1.0 f 2 1.0 3.828641396489095 14 1125 t 9 4.22 t 0.19 2.0
1.0 0.3 f 1 1.0 3.9512437185814275 28 365 t 15 5.0 f 0.44 1.5
0.07 0.71 f 16 3.0 5.683579767338681 32 365 t 5 3.6 f 0.34 2.5
NA 1.0 f 2 1.0 4.74493212836325 32 1125 t 58 4.48 t 0.48 1.0
1.0 0.99 t 3 2.0 4.700480365792417 1 365 t 15 4.87 f 2.37 1.0
1.0 1.0 t 6 3.0 5.1298987149230735 2 365 t 15 4.94 t 1.74 2.0
1.0 0.91 f 4 2.0 5.521460917862246 32 365 t 0 NA t NA 2.0
1.0 0.87 f 2 1.0 4.204692619390966 2 28 t 12 4.83 f 0.63 1.0
1.0 0.99 f 2 1.0 3.6888794541139363 1 1125 t 77 4.3 f 1.89 1.0
1.0 1.0 t 4 2.0 5.616771097666572 10 1125 t 59 4.81 f 0.74 1.0
0.99 0.99 f 4 3.0 4.02535169073515 1 365 t 143 4.71 f 4.56 1.5
1.0 1.0 t 8 5.0 5.43372200355424 1 365 t 59 4.85 t 0.77 3.0
NA 1.0 f 2 1.0 5.484796933490655 32 365 t 0 NA t NA 1.0
1.0 0.99 t 16 8.0 6.1092475827643655 2 365 t 61 4.89 f 3.06 3.0
1.0 0.97 f 2 1.0 4.8283137373023015 32 1125 t 0 NA f NA 1.0
1.0 0.0 f 4 3.0 4.3694478524670215 30 1125 t 68 4.84 f 1.26 1.0
1.0 0.99 t 8 4.0 5.075173815233827 32 120 t 0 NA t NA 1.0
1.0 1.0 t 7 4.0 5.267858159063328 2 365 t 51 4.92 t 3.58 2.0
1.0 0.55 t 4 3.0 4.430816798843313 32 365 t 11 5.0 f 0.17 1.0
0.95 0.99 f 4 2.0 4.804021044733257 2 1125 t 1 4.5 t 0.29 1.0
1.0 1.0 t 12 5.0 5.424950017481403 2 1125 t 116 4.86 f 3.78 3.0
1.0 0.98 t 16 10.0 6.376726947898627 2 365 t 21 4.95 f 2.27 2.0
1.0 0.98 t 3 3.0 5.332718793265369 2 1124 t 73 4.93 f 0.94 1.0
0.99 1.0 t 4 2.0 4.110873864173311 2 30 t 0 NA t NA 1.0
1.0 0.97 f 2 1.0 4.532599493153256 32 1125 t 0 NA f NA 1.0
NA 0.91 t 6 3.0 6.052089168924417 32 365 t 0 NA f NA 2.5
1.0 0.88 t 1 1.0 4.04305126783455 25 213 t 17 4.76 f 0.27 1.0
NA NA f 2 1.0 3.784189633918261 32 365 t 0 NA f NA 1.0
1.0 0.65 f 4 2.0 4.795790545596741 2 365 t 6 4.83 f 0.85 1.0
1.0 0.95 f 1 1.0 3.332204510175204 1 900 t 188 4.6 f 1.49 2.0
1.0 0.93 t 3 2.0 4.276666119016055 2 7 t 269 4.8 f 2.85 1.0
1.0 1.0 t 6 3.0 5.2832037287379885 6 180 t 12 4.67 f 0.57 2.0
1.0 1.0 t 6 1.0 3.871201010907891 2 120 t 353 4.81 f 4.92 1.5
1.0 NA f 1 1.0 3.7376696182833684 32 365 t 0 NA f NA 0.0
1.0 1.0 f 2 1.0 4.07753744390572 3 1125 t 91 4.6 f 3.24 1.0
1.0 1.0 t 6 3.0 4.672828834461906 2 1125 t 211 4.86 t 2.57 1.0
1.0 1.0 f 3 1.0 5.10594547390058 1 365 t 2 5.0 t 1.36 1.0
1.0 0.95 t 3 2.0 4.04305126783455 3 180 t 123 4.83 f 1.16 1.0
1.0 1.0 t 2 2.0 4.5217885770490405 32 365 t 0 NA f NA 1.0
1.0 0.8 f 7 4.0 5.19295685089021 2 28 t 3 5.0 f 0.97 1.5
1.0 0.95 t 4 1.0 5.099866427824199 3 365 t 75 4.93 f 3.81 1.0
1.0 0.97 f 12 3.0 7.294377299288821 32 365 t 0 NA t NA 3.0
1.0 0.97 t 8 5.0 5.736572297479192 2 60 t 18 4.94 t 2.25 2.0
NA 0.97 t 7 2.0 4.812184355372417 32 120 t 182 4.76 f 3.17 2.0
1.0 0.99 f 1 1.0 3.367295829986474 1 365 t 5 4.0 t 1.79 2.0
1.0 0.99 t 7 5.0 4.624972813284271 1 180 t 29 4.9 t 3.33 1.0
1.0 0.92 f 2 1.0 4.060443010546419 1 365 t 0 NA f NA 1.0
1.0 1.0 f 8 3.0 5.293304824724492 2 365 t 1 5.0 t 1.0 2.0
1.0 0.85 t 5 3.0 5.924255797414532 32 120 t 14 4.71 f 0.15 1.0
1.0 0.99 f 2 1.0 4.04305126783455 2 365 t 2 5.0 t 0.53 1.0
1.0 0.98 t 10 5.0 5.407171771460119 2 365 t 37 4.97 t 4.51 2.5
1.0 0.49 t 3 1.0 5.111987788356544 32 1125 t 1 5.0 f 0.67 1.0
1.0 1.0 t 2 1.0 4.653960350157523 75 1125 t 40 4.93 f 0.75 1.0
1.0 1.0 f 12 5.0 5.308267697401205 3 365 t 8 4.38 f 1.41 3.5
1.0 0.98 t 2 1.0 3.5553480614894135 1 1125 t 98 4.84 f 1.71 1.0
0.97 1.0 NA 3 1.0 3.258096538021482 2 30 t 50 4.48 t 1.75 1.0
0.95 0.99 f 2 1.0 3.4657359027997265 32 365 t 1 1.0 t 0.37 1.0
1.0 NA f 10 6.0 5.966146739123692 32 70 t 74 4.66 f 0.81 3.0
1.0 0.66 f 8 4.0 6.320768294250582 1 1125 t 103 4.8 f 1.99 1.5
1.0 1.0 t 2 NA 4.74493212836325 1 365 t 0 NA f NA 1.0
1.0 0.98 t 4 2.0 4.6913478822291435 2 1125 t 170 4.95 f 2.98 1.0
1.0 NA f 1 1.0 3.7376696182833684 32 365 t 0 NA f NA 0.0
1.0 1.0 f 2 1.0 3.9318256327243257 1 1125 t 34 4.43 t 2.64 1.0
1.0 0.97 f 2 1.0 4.955827057601261 32 1125 t 0 NA f NA 1.0
1.0 NA f 3 3.0 4.382026634673881 28 90 t 0 NA f NA 2.0
1.0 0.99 t 1 1.0 3.5553480614894135 3 90 t 18 4.83 t 0.62 1.0
1.0 0.28 f 2 1.0 4.787491742782046 32 1125 t 1 5.0 f 0.03 1.0
1.0 0.75 f 2 1.0 4.836281906951478 1 28 t 375 4.72 t 7.68 1.0
1.0 0.96 t 4 2.0 4.941642422609304 2 365 t 37 4.84 f 1.9 1.0
1.0 0.73 t 8 4.0 4.624972813284271 2 90 t 51 4.98 f 0.79 1.5
1.0 0.97 f 2 1.0 4.418840607796598 32 1125 t 0 NA f NA 1.0
1.0 0.85 f 2 1.0 3.6635616461296463 32 365 t 2 4.5 f 0.25 2.5
1.0 1.0 f 7 1.0 4.584967478670572 1 29 t 277 4.9 f 3.08 1.0
1.0 0.96 t 4 3.0 5.703782474656201 32 1125 t 3 5.0 f 0.41 1.0
0.89 0.97 f 3 2.0 4.219507705176107 4 14 t 56 4.91 f 1.09 1.5
1.0 0.92 f 4 2.0 5.043425116919247 2 1125 t 8 5.0 f 2.12 1.0
0.88 0.8 f 2 1.0 4.02535169073515 32 730 t 0 NA f NA 1.0
1.0 0.99 t 2 1.0 3.4657359027997265 32 365 t 0 NA f NA 2.0
1.0 0.98 t 2 1.0 3.4011973816621555 2 28 t 27 4.89 f 3.05 1.0
0.91 0.86 t 4 3.0 4.219507705176107 32 370 t 10 5.0 f 0.28 2.0
1.0 0.97 f 4 2.0 4.844187086458591 32 1125 t 0 NA f NA 2.0
1.0 1.0 t 2 1.0 5.017279836814924 2 1125 t 335 4.91 f 3.9 1.0
1.0 0.9 t 4 2.0 5.231108616854587 2 1125 t 8 4.75 f 1.03 2.0
1.0 1.0 f 3 1.0 4.663439094112067 2 365 t 0 NA f NA 1.0
1.0 1.0 t 10 5.0 5.272999558563747 2 365 t 45 4.82 t 2.29 2.0
1.0 0.68 t 2 1.0 4.867534450455582 32 1124 t 6 5.0 f 0.21 1.0
1.0 1.0 t 5 2.0 5.043425116919247 32 365 t 0 NA t NA 2.0
1.0 0.98 f 8 4.0 4.653960350157523 32 1125 t 0 NA f NA 1.0
1.0 0.97 t 16 12.0 6.714170529909472 2 1125 t 3 5.0 f 0.14 6.0
NA 1.0 f 1 1.0 3.1780538303479458 365 730 t 0 NA f NA 1.0
1.0 1.0 t 6 3.0 5.0369526024136295 2 1125 t 36 4.86 f 1.36 1.5
1.0 1.0 f 10 5.0 6.658011045870748 1 1125 t 42 5.0 t 1.33 3.5
1.0 0.96 f 3 NA 4.430816798843313 3 92 t 85 4.69 f 3.14 1.0
1.0 0.97 t 6 2.0 5.552959584921617 2 1125 t 11 4.91 t 1.38 1.0
1.0 0.97 f 2 1.0 4.990432586778736 32 1125 t 0 NA f NA 1.0
1.0 0.8 f 4 2.0 5.420534999272286 32 365 t 0 NA f NA 2.0
1.0 0.97 f 2 1.0 5.049856007249537 32 1125 t 1 5.0 f 0.07 1.0
1.0 0.95 t 6 3.0 5.616771097666572 32 45 t 169 4.88 f 2.14 2.0
1.0 1.0 t 1 1.0 3.8918202981106265 3 365 t 11 4.82 f 1.86 1.0
1.0 0.99 f 2 1.0 4.127134385045092 32 365 t 11 4.91 t 3.27 1.0
1.0 0.98 f 2 NA 3.6375861597263857 1 27 t 30 4.7 f 1.05 2.0
1.0 0.92 f 2 1.0 3.8501476017100584 1 365 t 0 NA f NA 1.0
NA 1.0 f 1 1.0 3.4011973816621555 32 365 t 0 NA f NA 1.0
1.0 1.0 f 8 4.0 5.14166355650266 2 365 t 24 4.58 t 1.48 2.0
0.0 0.0 f 2 1.0 4.356708826689592 32 365 t 0 NA f NA 1.0
1.0 0.98 f 2 1.0 4.61512051684126 2 365 t 1 5.0 t 1.0 1.0
0.99 0.97 t 3 2.0 4.948759890378168 1 1000 t 22 4.91 f 3.73 1.0
1.0 0.92 t 4 2.0 3.784189633918261 32 150 t 135 4.98 f 2.12 1.0
0.0 0.67 f 2 3.0 4.007333185232471 32 45 t 1 1.0 f 0.12 1.0
1.0 1.0 f 6 4.0 4.605170185988092 32 1125 t 67 4.63 f 1.9 1.0
1.0 1.0 t 5 2.0 4.787491742782046 1 30 t 307 4.97 t 4.88 1.0
1.0 1.0 t 6 3.0 5.545177444479562 1 540 t 64 4.98 t 3.39 2.0
0.99 0.99 t 4 2.0 5.342334251964811 2 365 t 3 5.0 t 1.32 2.0
1.0 1.0 f 1 1.0 3.4011973816621555 90 365 t 11 4.91 f 0.17 1.0
1.0 0.91 f 4 2.0 5.3612921657094255 32 365 t 0 NA t NA 2.0
1.0 0.91 t 5 3.0 5.298317366548036 1 30 t 27 4.93 f 1.48 2.0
0.99 0.99 t 4 2.0 5.342334251964811 2 365 t 1 5.0 t 1.0 2.0
NA NA f 5 3.0 5.187385805840755 32 365 t 0 NA f NA 2.5
1.0 0.99 f 6 2.0 5.017279836814924 2 28 t 71 4.58 f 2.37 1.0
1.0 1.0 t 2 1.0 3.4965075614664802 2 28 t 109 4.9 f 5.92 2.0
1.0 1.0 t 5 3.0 4.852030263919617 2 365 t 13 4.62 t 3.61 1.0
NA 1.0 t 5 3.0 4.442651256490317 32 365 t 8 5.0 t 0.54 1.0
NA NA f 12 6.0 4.51085950651685 1 365 t 0 NA t NA 1.0
1.0 1.0 f 1 1.0 3.58351893845611 32 365 t 1 5.0 f 0.41 1.0
1.0 1.0 t 6 2.0 4.787491742782046 30 1125 t 209 4.93 t 2.28 1.0
1.0 1.0 t 7 4.0 5.056245805348308 2 1125 t 31 4.81 t 1.64 1.0
0.99 0.96 t 16 10.0 6.773080375655535 2 1124 t 61 4.84 f 1.08 4.0
1.0 0.87 t 2 1.0 3.8918202981106265 1 90 t 55 4.87 f 3.42 1.0
1.0 0.65 f 3 2.0 4.553876891600541 32 365 t 3 5.0 f 0.12 1.0
1.0 0.98 f 4 2.0 4.2626798770413155 2 180 t 138 4.46 f 2.57 1.0
1.0 0.97 f 2 1.0 5.111987788356544 32 1125 t 0 NA f NA 1.0
1.0 0.95 t 9 4.0 5.241747015059643 2 1125 t 36 5.0 f 2.75 2.0
1.0 0.99 f 4 2.0 5.988961416889864 1 1125 t 1 5.0 t 0.59 1.0
1.0 0.99 f 2 1.0 4.418840607796598 1 90 t 26 4.42 t 2.36 1.0
1.0 0.97 t 12 10.0 6.684611727667927 3 365 t 26 4.93 f 2.57 3.5
1.0 1.0 t 6 4.0 5.049856007249537 2 365 t 135 4.88 f 2.01 1.0
1.0 0.99 f 3 1.0 5.765191102784844 1 1125 t 0 NA t NA 1.0
1.0 0.97 f 4 2.0 5.2832037287379885 32 1125 t 0 NA f NA 2.0
0.99 0.99 t 6 3.0 5.857933154483459 1 365 t 16 4.69 t 2.13 2.0
0.9 0.99 f 2 1.0 4.634728988229636 1 14 t 3501 4.49 t 56.2 1.0
1.0 1.0 f 10 5.0 6.828712071641684 1 365 t 11 5.0 f 0.53 3.5
1.0 1.0 f 2 1.0 3.6635616461296463 3 60 t 3 3.0 f 0.33 1.5
1.0 NA f 1 1.0 3.7376696182833684 32 365 t 0 NA f NA 0.0
1.0 0.98 f 4 2.0 4.634728988229636 2 365 t 2 4.5 t 0.33 1.0
0.88 1.0 t 6 3.0 5.111987788356544 28 1125 t 12 5.0 f 0.91 1.5
1.0 1.0 t 2 2.0 4.8283137373023015 2 7 t 123 4.95 f 1.61 1.0
1.0 0.99 f 2 1.0 4.564348191467836 1 90 t 16 4.81 t 1.55 1.0
1.0 0.88 t 5 3.0 5.726847747587197 32 365 t 13 4.92 f 0.44 1.0
1.0 1.0 t 2 1.0 4.59511985013459 2 365 t 57 4.95 t 4.58 1.5
1.0 0.82 f 14 7.0 5.43372200355424 1 365 t 6 5.0 t 1.25 4.0
1.0 0.97 t 2 1.0 3.6109179126442243 2 29 t 100 4.83 f 4.42 1.0
1.0 1.0 t 4 4.0 4.30406509320417 5 60 t 164 4.82 t 1.41 1.0
1.0 1.0 t 5 2.0 4.74493212836325 2 1125 t 249 4.8 f 2.87 1.0
1.0 1.0 f 4 2.0 4.68213122712422 2 720 t 100 4.71 t 3.87 1.0
1.0 0.88 f 7 4.0 4.709530201312334 1 365 t 2 4.5 f 0.34 2.0
1.0 1.0 t 4 2.0 4.499809670330265 2 365 t 41 4.83 f 2.78 1.0
1.0 1.0 f 10 3.0 6.551080335043404 32 365 t 0 NA t NA 2.0
NA NA f 4 4.0 4.442651256490317 32 365 t 0 NA f NA 1.0
1.0 1.0 t 6 4.0 5.680172609017068 3 1125 t 133 4.96 f 1.68 2.0
1.0 1.0 f 4 1.0 4.248495242049359 32 1125 t 0 NA t NA 1.0
1.0 0.95 t 6 3.0 4.962844630259907 2 90 t 11 5.0 f 2.12 1.0
1.0 0.88 f 5 3.0 4.820281565605037 1 20 t 7 4.86 f 1.67 1.0
0.91 0.98 t 2 1.0 4.624972813284271 1 365 t 49 4.73 t 2.68 1.0
1.0 0.97 f 2 1.0 4.584967478670572 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 1 1.0 3.6888794541139363 1 365 t 2 5.0 f 0.5 1.0
0.99 0.97 f 10 6.0 5.2574953720277815 2 1125 t 7 4.71 f 1.44 2.0
1.0 1.0 f 2 1.0 3.295836866004329 32 730 t 0 NA t NA 1.0
1.0 1.0 t 6 3.0 5.389071729816501 2 90 t 188 4.96 f 2.38 1.0
0.98 0.99 f 2 1.0 3.332204510175204 2 30 t 9 4.44 t 2.57 1.0
1.0 1.0 t 2 1.0 4.875197323201151 2 14 t 217 4.97 f 3.74 1.0
1.0 0.98 t 4 2.0 4.787491742782046 2 90 t 34 4.97 f 3.08 1.0
NA 0.99 f 2 1.0 4.990432586778736 32 365 t 79 4.59 t 2.16 1.0
1.0 0.99 f 6 3.0 5.365976015021851 1 365 t 7 4.25 t 1.03 1.0
1.0 0.98 f 2 1.0 4.007333185232471 2 180 t 45 4.29 f 2.87 1.0
1.0 0.93 t 6 3.0 5.159055299214529 2 180 t 158 4.9 t 2.33 1.0
1.0 0.97 f 2 1.0 4.48863636973214 32 1125 t 3 4.67 f 0.13 1.0
1.0 1.0 t 8 4.0 6.302618975744905 2 1125 t 16 4.81 t 1.45 3.5
1.0 0.68 t 3 2.0 4.90527477843843 32 1123 t 16 5.0 f 0.12 1.0
1.0 0.98 f 2 1.0 4.1588830833596715 32 180 t 19 3.95 f 1.28 1.0
1.0 0.0 f 1 1.0 3.2188758248682006 2 30 t 3 5.0 f 0.06 1.0
1.0 0.99 f 2 1.0 4.5217885770490405 32 90 t 95 4.87 t 2.02 1.0
1.0 1.0 f 2 1.0 3.8066624897703196 1 999 t 57 4.53 t 5.31 1.5
1.0 0.99 t 2 1.0 4.290459441148391 2 365 t 27 4.81 f 1.63 1.0
1.0 0.9 t 4 1.0 5.017279836814924 1 365 t 0 NA t NA 1.0
1.0 0.94 t 6 3.0 5.220355825078324 2 14 t 45 4.89 f 1.77 1.0
1.0 0.99 t 10 4.0 5.262690188904886 3 365 t 10 5.0 f 1.69 1.0
1.0 0.99 f 2 1.0 3.871201010907891 1 30 t 105 4.75 f 4.01 1.0
1.0 0.89 t 2 1.0 3.9512437185814275 1 90 t 22 4.83 f 1.57 1.0
1.0 0.94 f 4 2.0 4.382026634673881 2 365 t 6 5.0 f 3.67 1.0
1.0 0.9 t 2 1.0 4.77912349311153 32 35 t 54 4.54 f 0.51 1.0
1.0 1.0 f 2 1.0 3.4657359027997265 7 300 t 18 4.17 t 0.67 1.0
1.0 0.98 f 2 1.0 4.90527477843843 1 1125 t 11 4.27 t 0.23 1.0
1.0 1.0 t 10 7.0 5.8664680569332965 2 1125 t 28 4.79 f 0.5 2.0
1.0 0.97 f 2 1.0 4.844187086458591 32 1125 t 1 5.0 f 0.06 1.0
1.0 1.0 t 2 1.0 3.713572066704308 3 90 t 8 5.0 f 0.16 1.0
1.0 1.0 t 6 4.0 5.170483995038151 2 90 t 17 5.0 t 3.72 1.0
1.0 1.0 t 8 4.0 5.1298987149230735 32 1125 t 163 4.86 f 2.39 2.0
1.0 0.95 f 3 1.0 3.784189633918261 1 27 t 15 4.53 f 0.91 2.0
1.0 0.98 t 7 4.0 4.7535901911063645 2 21 t 28 5.0 t 5.92 1.0
0.96 0.95 f 1 1.0 3.295836866004329 2 1125 t 22 4.18 f 0.42 1.0
1.0 0.97 f 2 1.0 5.099866427824199 32 1125 t 0 NA f NA 1.0
1.0 0.99 t 2 1.0 4.127134385045092 1 14 t 23 4.83 t 1.36 1.0
1.0 0.97 f 2 1.0 4.812184355372417 32 1125 t 0 NA f NA 1.0
1.0 1.0 t 6 3.0 5.003946305945459 2 365 t 50 4.9 t 2.54 2.0
